drugname,reac,freq
LISINOPRIL,Asthenia,41
LISINOPRIL,Back pain,41
LISINOPRIL,Arthralgia,41
LISINOPRIL,COVID-19,41
LISINOPRIL,Product dose omission issue,41
LISINOPRIL,Cough,38
LISINOPRIL,Osteoporosis,37
LISINOPRIL,Depression,36
LISINOPRIL,Drug ineffective,35
LISINOPRIL,Illness,35
LISINOPRIL,Fall,35
LISINOPRIL,Pruritus,34
LISINOPRIL,Pneumonia,34
LISINOPRIL,Pain in extremity,34
LISINOPRIL,Malaise,32
LISINOPRIL,Acute kidney injury,32
LISINOPRIL,Dizziness,31
LISINOPRIL,Renal failure,31
LISINOPRIL,Vomiting,30
LISINOPRIL,Hypertension,28
LISINOPRIL,Sinusitis,28
LISINOPRIL,Osteopenia,28
LISINOPRIL,Pyrexia,27
LISINOPRIL,Bone density decreased,27
LISINOPRIL,Nasopharyngitis,25
LISINOPRIL,Blood creatinine increased,25
LISINOPRIL,Weight decreased,24
LISINOPRIL,Rash,24
LISINOPRIL,Decreased appetite,24
LISINOPRIL,Gait disturbance,23
LISINOPRIL,Blood pressure increased,22
LISINOPRIL,Condition aggravated,21
LISINOPRIL,Inappropriate schedule of product administration,21
LISINOPRIL,Abdominal pain upper,20
LISINOPRIL,Urinary tract infection,19
LISINOPRIL,Renal impairment,19
LISINOPRIL,Anaemia,19
LISINOPRIL,Weight increased,18
LISINOPRIL,Peripheral swelling,18
LOMOTIL,Diarrhoea,12
LOMOTIL,Fatigue,8
LOMOTIL,COVID-19,7
LOMOTIL,Dehydration,7
LOMOTIL,Product dose omission issue,6
LOMOTIL,Urinary tract infection,6
LOMOTIL,Nausea,6
LOMOTIL,Oedema peripheral,5
LOMOTIL,Fistula,5
LOMOTIL,Vomiting,5
LOMOTIL,Weight increased,4
LOMOTIL,Peripheral swelling,4
LOMOTIL,Abdominal abscess,4
LOMOTIL,Abdominal pain,4
LOMOTIL,Sepsis,4
LOMOTIL,Contusion,4
LOMOTIL,Dizziness,4
LOMOTIL,Weight decreased,4
LOMOTIL,Pyrexia,4
LOMOTIL,Off label use,4
LOMOTIL,Upper respiratory tract infection,4
LOMOTIL,Fall,4
LOMOTIL,Inappropriate schedule of product administration,3
LOMOTIL,Back pain,3
LOMOTIL,Dyspnoea,3
LOMOTIL,Asthenia,3
LOMOTIL,Hypertension,3
LOMOTIL,Insomnia,3
LOMOTIL,Acute kidney injury,3
LOMOTIL,Stress,3
LOMOTIL,Arthritis,3
LOMOTIL,Decreased appetite,3
LOMOTIL,Illness,3
LOMOTIL,Drug ineffective,3
LOMOTIL,Intentional product use issue,2
LOMOTIL,Fluid retention,2
LOMOTIL,Aortic aneurysm,2
LOMOTIL,Abscess limb,2
LOMOTIL,Pain,2
LOMOTIL,Anal fistula,2
LOMOTIL,Post procedural erythema,2
LOMOTIL,Herpes zoster,2
LOMOTIL,Ulcer,2
LOMOTIL,Fistula discharge,2
LOMOTIL,Fear of surgery,2
LOMOTIL,Myalgia,2
LOMOTIL,Foot deformity,2
LOMOTIL,Sinusitis,2
LOMOTIL,Therapeutic product effect incomplete,2
LOMOTIL,Headache,2
LOPERAMIDE,Diarrhoea,48
LOPERAMIDE,Vomiting,26
LOPERAMIDE,Nausea,24
LOPERAMIDE,Fatigue,22
LOPERAMIDE,Weight decreased,21
LOPERAMIDE,Decreased appetite,20
LOPERAMIDE,Abdominal pain,19
LOPERAMIDE,Pyrexia,17
LOPERAMIDE,Dehydration,16
LOPERAMIDE,Off label use,12
LOPERAMIDE,Abdominal pain upper,12
LOPERAMIDE,Pain in extremity,10
LOPERAMIDE,Anaemia,10
LOPERAMIDE,Product dose omission issue,10
LOPERAMIDE,Weight increased,10
LOPERAMIDE,Acute kidney injury,9
LOPERAMIDE,Vascular device infection,9
LOPERAMIDE,Abnormal faeces,9
LOPERAMIDE,Pneumonia,9
LOPERAMIDE,Malaise,8
LOPERAMIDE,Arthralgia,8
LOPERAMIDE,Constipation,8
LOPERAMIDE,Neutropenia,8
LOPERAMIDE,Intentional product use issue,8
LOPERAMIDE,Nasopharyngitis,7
LOPERAMIDE,Back pain,7
LOPERAMIDE,Neuropathy peripheral,7
LOPERAMIDE,Pain,7
LOPERAMIDE,Blood magnesium decreased,7
LOPERAMIDE,Urinary tract infection,7
LOPERAMIDE,Abdominal distension,7
LOPERAMIDE,Flatulence,7
LOPERAMIDE,Muscle spasms,7
LOPERAMIDE,Weight fluctuation,6
LOPERAMIDE,Dyspnoea,6
LOPERAMIDE,Alopecia,6
LOPERAMIDE,Anxiety,6
LOPERAMIDE,Disease progression,6
LOPERAMIDE,White blood cell count decreased,6
LOPERAMIDE,Rash,6
LOPERAMIDE,Hypokalaemia,6
LOPERAMIDE,COVID-19,6
LOPERAMIDE,Neutropenic sepsis,6
LOPERAMIDE,Headache,5
LOPERAMIDE,Inappropriate schedule of product administration,5
LOPERAMIDE,Autoimmune haemolytic anaemia,5
LOPERAMIDE,Ear pain,5
LOPERAMIDE,Mucosal inflammation,5
LOPERAMIDE,Haemoglobin decreased,5
LOPERAMIDE,Hepatic failure,5
LOPERAMIDE HYDROCHLORIDE,Diarrhoea,15
LOPERAMIDE HYDROCHLORIDE,Off label use,9
LOPERAMIDE HYDROCHLORIDE,Anaemia,8
LOPERAMIDE HYDROCHLORIDE,Dyspnoea,7
LOPERAMIDE HYDROCHLORIDE,Fatigue,7
LOPERAMIDE HYDROCHLORIDE,Stomatitis,5
LOPERAMIDE HYDROCHLORIDE,Weight decreased,5
LOPERAMIDE HYDROCHLORIDE,Decreased appetite,5
LOPERAMIDE HYDROCHLORIDE,Death,4
LOPERAMIDE HYDROCHLORIDE,Hyperglycaemia,4
LOPERAMIDE HYDROCHLORIDE,Palpitations,4
LOPERAMIDE HYDROCHLORIDE,Abdominal pain,4
LOPERAMIDE HYDROCHLORIDE,Dizziness,4
LOPERAMIDE HYDROCHLORIDE,Dermatitis,4
LOPERAMIDE HYDROCHLORIDE,Lung disorder,4
LOPERAMIDE HYDROCHLORIDE,Leukopenia,4
LOPERAMIDE HYDROCHLORIDE,Immune-mediated hypophysitis,3
LOPERAMIDE HYDROCHLORIDE,Immune-mediated enterocolitis,3
LOPERAMIDE HYDROCHLORIDE,Febrile neutropenia,3
LOPERAMIDE HYDROCHLORIDE,C-reactive protein increased,3
LOPERAMIDE HYDROCHLORIDE,Tumour pain,3
LOPERAMIDE HYDROCHLORIDE,Insomnia,3
LOPERAMIDE HYDROCHLORIDE,Dry eye,3
LOPERAMIDE HYDROCHLORIDE,Liver injury,3
LOPERAMIDE HYDROCHLORIDE,Hepatic function abnormal,3
LOPERAMIDE HYDROCHLORIDE,Dyspepsia,3
LOPERAMIDE HYDROCHLORIDE,Hepatic failure,3
LOPERAMIDE HYDROCHLORIDE,Hypoaesthesia,3
LOPERAMIDE HYDROCHLORIDE,Rash,3
LOPERAMIDE HYDROCHLORIDE,Product dose omission issue,3
LOPERAMIDE HYDROCHLORIDE,Atrial fibrillation,3
LOPERAMIDE HYDROCHLORIDE,Dehydration,3
LOPERAMIDE HYDROCHLORIDE,Septic shock,3
LOPERAMIDE HYDROCHLORIDE,Urinary tract infection,3
LOPERAMIDE HYDROCHLORIDE,Hypopituitarism,2
LOPERAMIDE HYDROCHLORIDE,Secondary adrenocortical insufficiency,2
LOPERAMIDE HYDROCHLORIDE,Thyroiditis,2
LOPERAMIDE HYDROCHLORIDE,Intentional product use issue,2
LOPERAMIDE HYDROCHLORIDE,Acute kidney injury,2
LOPERAMIDE HYDROCHLORIDE,Seizure,2
LOPERAMIDE HYDROCHLORIDE,General physical health deterioration,2
LOPERAMIDE HYDROCHLORIDE,Myelosuppression,2
LOPERAMIDE HYDROCHLORIDE,Hyperuricaemia,2
LOPERAMIDE HYDROCHLORIDE,Hypokalaemia,2
LOPERAMIDE HYDROCHLORIDE,Immunodeficiency,2
LOPERAMIDE HYDROCHLORIDE,Sepsis,2
LOPERAMIDE HYDROCHLORIDE,Weight increased,2
LOPERAMIDE HYDROCHLORIDE,Oral pain,2
LOPERAMIDE HYDROCHLORIDE,Alopecia,2
LOPERAMIDE HYDROCHLORIDE,Impaired healing,2
LORATADINE,Fatigue,35
LORATADINE,COVID-19,28
LORATADINE,Headache,27
LORATADINE,Pain,25
LORATADINE,Anxiety,23
LORATADINE,Pyrexia,20
LORATADINE,Product dose omission issue,19
LORATADINE,Pruritus,19
LORATADINE,Nausea,18
LORATADINE,Pneumonia,18
LORATADINE,Diarrhoea,17
LORATADINE,Arthralgia,16
LORATADINE,Dizziness,14
LORATADINE,Cough,14
LORATADINE,Vomiting,13
LORATADINE,Pain in extremity,12
LORATADINE,Sinusitis,12
LORATADINE,Inappropriate schedule of product administration,12
LORATADINE,White blood cell count decreased,11
LORATADINE,Depression,11
LORATADINE,Dyspnoea,11
LORATADINE,Weight increased,11
LORATADINE,Anhedonia,11
LORATADINE,Emotional distress,11
LORATADINE,Urinary tract infection,11
LORATADINE,Rash,11
LORATADINE,Feeling abnormal,10
LORATADINE,Influenza,10
LORATADINE,Heart rate increased,10
LORATADINE,Off label use,10
LORATADINE,Erythema,10
LORATADINE,Paraesthesia,10
LORATADINE,Back pain,10
LORATADINE,Insomnia,10
LORATADINE,Palpitations,9
LORATADINE,Illness,9
LORATADINE,Blood pressure increased,9
LORATADINE,Chills,8
LORATADINE,Bone pain,8
LORATADINE,Asthenia,8
LORATADINE,Nasopharyngitis,8
LORATADINE,Urticaria,8
LORATADINE,Abdominal pain,8
LORATADINE,Inflammation,7
LORATADINE,Gait disturbance,7
LORATADINE,Lower respiratory tract infection,7
LORATADINE,Bronchitis,7
LORATADINE,Chronic kidney disease,7
LORATADINE,Malaise,7
LORATADINE,Flushing,7
LORAZEPAM,Fatigue,55
LORAZEPAM,Nausea,47
LORAZEPAM,Off label use,46
LORAZEPAM,Diarrhoea,40
LORAZEPAM,Vomiting,38
LORAZEPAM,Dyspnoea,36
LORAZEPAM,Anxiety,33
LORAZEPAM,Pyrexia,31
LORAZEPAM,Headache,29
LORAZEPAM,Dizziness,29
LORAZEPAM,Asthenia,27
LORAZEPAM,Pruritus,27
LORAZEPAM,Seizure,27
LORAZEPAM,Pain,26
LORAZEPAM,Drug ineffective,25
LORAZEPAM,Depression,24
LORAZEPAM,COVID-19,23
LORAZEPAM,Fall,21
LORAZEPAM,Decreased appetite,21
LORAZEPAM,Malaise,20
LORAZEPAM,Schizophrenia,20
LORAZEPAM,Psychotic disorder,20
LORAZEPAM,Arthralgia,20
LORAZEPAM,Product dose omission issue,19
LORAZEPAM,Tremor,19
LORAZEPAM,Platelet count decreased,18
LORAZEPAM,Drug interaction,18
LORAZEPAM,Muscle spasms,17
LORAZEPAM,Gait disturbance,17
LORAZEPAM,Illness,17
LORAZEPAM,Confusional state,16
LORAZEPAM,Rash,16
LORAZEPAM,Blood pressure increased,16
LORAZEPAM,Pneumonia,16
LORAZEPAM,Suicidal ideation,16
LORAZEPAM,Sleep disorder,16
LORAZEPAM,Cellulitis,16
LORAZEPAM,Somnolence,16
LORAZEPAM,Alopecia,15
LORAZEPAM,Paraesthesia,15
LORAZEPAM,Weight decreased,15
LORAZEPAM,Neuropathy peripheral,15
LORAZEPAM,Urinary tract infection,15
LORAZEPAM,Skin discolouration,15
LORAZEPAM,Balance disorder,15
LORAZEPAM,Agitation,15
LORAZEPAM,Toxicity to various agents,15
LORAZEPAM,Urinary retention,15
LORAZEPAM,Visual impairment,15
LORAZEPAM,Sepsis,14
LORMETAZEPAM,Intentional overdose,9
LORMETAZEPAM,Anaemia,7
LORMETAZEPAM,Disturbance in attention,7
LORMETAZEPAM,Poisoning deliberate,6
LORMETAZEPAM,Epistaxis,5
LORMETAZEPAM,Asthenia,5
LORMETAZEPAM,Gingival bleeding,5
LORMETAZEPAM,Hypomagnesaemia,5
LORMETAZEPAM,Hypocalcaemia,5
LORMETAZEPAM,Muscle spasms,5
LORMETAZEPAM,Hepatic cytolysis,5
LORMETAZEPAM,Mitral valve incompetence,5
LORMETAZEPAM,Atrioventricular block complete,5
LORMETAZEPAM,Lipase increased,5
LORMETAZEPAM,Pancreatic carcinoma,5
LORMETAZEPAM,Arthralgia,4
LORMETAZEPAM,Hypotension,4
LORMETAZEPAM,Diarrhoea,3
LORMETAZEPAM,Coma,3
LORMETAZEPAM,Nausea,3
LORMETAZEPAM,Mucosal inflammation,3
LORMETAZEPAM,Acute kidney injury,3
LORMETAZEPAM,Somnolence,3
LORMETAZEPAM,Therapeutic hypothermia,3
LORMETAZEPAM,Distal intestinal obstruction syndrome,3
LORMETAZEPAM,Pancreatitis acute,3
LORMETAZEPAM,Shock,2
LORMETAZEPAM,Pyrexia,2
LORMETAZEPAM,Respiratory failure,2
LORMETAZEPAM,Hypertension,2
LORMETAZEPAM,Hypothyroidism,2
LORMETAZEPAM,Pleural effusion,2
LORMETAZEPAM,Cortisol increased,2
LORMETAZEPAM,Uterine perforation,2
LORMETAZEPAM,Leukopenia,2
LORMETAZEPAM,Faeces discoloured,2
LORMETAZEPAM,Cystitis,2
LORMETAZEPAM,Neutropenia,2
LORMETAZEPAM,Malaise,2
LORMETAZEPAM,Constipation,2
LORMETAZEPAM,Abdominal pain upper,2
LORMETAZEPAM,Hyperferritinaemia,2
LORMETAZEPAM,Tachycardia,2
LORMETAZEPAM,Drug abuse,2
LORMETAZEPAM,Agitation,2
LORMETAZEPAM,Renal cyst ruptured,2
LORMETAZEPAM,Lung adenocarcinoma,2
LORMETAZEPAM,Off label use,2
LORMETAZEPAM,Suicide attempt,2
LORMETAZEPAM,Treatment delayed,2
LOSARTAN,Pain,149
LOSARTAN,Diarrhoea,126
LOSARTAN,COVID-19,126
LOSARTAN,Fatigue,124
LOSARTAN,Anxiety,123
LOSARTAN,Headache,122
LOSARTAN,Malaise,114
LOSARTAN,Off label use,114
LOSARTAN,Dizziness,106
LOSARTAN,Dyspnoea,105
LOSARTAN,Arthralgia,104
LOSARTAN,Nausea,100
LOSARTAN,Peripheral swelling,97
LOSARTAN,Pruritus,97
LOSARTAN,Chest pain,94
LOSARTAN,Vomiting,92
LOSARTAN,Memory impairment,91
LOSARTAN,Back pain,91
LOSARTAN,Feeling abnormal,89
LOSARTAN,Insomnia,89
LOSARTAN,Pyrexia,86
LOSARTAN,Alopecia,82
LOSARTAN,Abdominal pain upper,81
LOSARTAN,Abdominal discomfort,80
LOSARTAN,Dehydration,80
LOSARTAN,Visual impairment,79
LOSARTAN,Migraine,78
LOSARTAN,Muscular weakness,77
LOSARTAN,Blood glucose increased,77
LOSARTAN,Amnesia,76
LOSARTAN,Myocardial infarction,76
LOSARTAN,Heart rate increased,76
LOSARTAN,Lip swelling,76
LOSARTAN,Palpitations,75
LOSARTAN,Hyperhidrosis,75
LOSARTAN,Dry skin,74
LOSARTAN,Intentional product misuse,74
LOSARTAN,Tachycardia,73
LOSARTAN,Transient ischaemic attack,73
LOSARTAN,Anosmia,72
LOSARTAN,Hallucination,72
LOSARTAN,Disturbance in attention,72
LOSARTAN,Subarachnoid haemorrhage,72
LOSARTAN,Angioedema,72
LOSARTAN,Cognitive disorder,72
LOSARTAN,Pericarditis,72
LOSARTAN,Diplopia,71
LOSARTAN,Blindness,71
LOSARTAN,Facial pain,71
LOSARTAN,Cardiospasm,71
LOSARTAN POTASSIUM,Fatigue,52
LOSARTAN POTASSIUM,COVID-19,49
LOSARTAN POTASSIUM,Pruritus,47
LOSARTAN POTASSIUM,Diarrhoea,43
LOSARTAN POTASSIUM,Pain,42
LOSARTAN POTASSIUM,Malaise,41
LOSARTAN POTASSIUM,Headache,40
LOSARTAN POTASSIUM,Dyspnoea,39
LOSARTAN POTASSIUM,Nausea,37
LOSARTAN POTASSIUM,Sinusitis,33
LOSARTAN POTASSIUM,Off label use,30
LOSARTAN POTASSIUM,Pyrexia,30
LOSARTAN POTASSIUM,Back pain,29
LOSARTAN POTASSIUM,Arthralgia,29
LOSARTAN POTASSIUM,Anxiety,28
LOSARTAN POTASSIUM,Product dose omission issue,28
LOSARTAN POTASSIUM,Dizziness,27
LOSARTAN POTASSIUM,Vomiting,27
LOSARTAN POTASSIUM,Feeling abnormal,26
LOSARTAN POTASSIUM,Rash,26
LOSARTAN POTASSIUM,Peripheral swelling,26
LOSARTAN POTASSIUM,Dehydration,25
LOSARTAN POTASSIUM,Chest pain,24
LOSARTAN POTASSIUM,Alopecia,23
LOSARTAN POTASSIUM,Abdominal pain upper,23
LOSARTAN POTASSIUM,Memory impairment,23
LOSARTAN POTASSIUM,Pneumonia,22
LOSARTAN POTASSIUM,Palpitations,22
LOSARTAN POTASSIUM,Abdominal discomfort,22
LOSARTAN POTASSIUM,Muscular weakness,22
LOSARTAN POTASSIUM,Pain in extremity,21
LOSARTAN POTASSIUM,Dry skin,21
LOSARTAN POTASSIUM,Eye pruritus,21
LOSARTAN POTASSIUM,Insomnia,21
LOSARTAN POTASSIUM,Intentional product misuse,21
LOSARTAN POTASSIUM,Tinnitus,20
LOSARTAN POTASSIUM,Visual impairment,20
LOSARTAN POTASSIUM,Urinary tract infection,19
LOSARTAN POTASSIUM,Inappropriate schedule of product administration,19
LOSARTAN POTASSIUM,Tachycardia,19
LOSARTAN POTASSIUM,Transient ischaemic attack,19
LOSARTAN POTASSIUM,Anosmia,19
LOSARTAN POTASSIUM,Lip swelling,19
LOSARTAN POTASSIUM,Cognitive disorder,19
LOSARTAN POTASSIUM,Angioedema,19
LOSARTAN POTASSIUM,Ventricular tachycardia,19
LOSARTAN POTASSIUM,Amnesia,19
LOSARTAN POTASSIUM,Facial pain,19
LOSARTAN POTASSIUM,Myocardial infarction,19
LOSARTAN POTASSIUM,Migraine,18
LOVENOX,Hepatic cytolysis,19
LOVENOX,Anaemia,15
LOVENOX,Thrombocytopenia,11
LOVENOX,Cholestasis,11
LOVENOX,Drug reaction with eosinophilia and systemic symptoms,10
LOVENOX,Rash maculo-papular,9
LOVENOX,Stevens-Johnson syndrome,9
LOVENOX,Acute kidney injury,8
LOVENOX,Nausea,8
LOVENOX,Acute generalised exanthematous pustulosis,8
LOVENOX,Dyspnoea,8
LOVENOX,Haematoma,7
LOVENOX,Asthenia,7
LOVENOX,Weight decreased,7
LOVENOX,Diarrhoea,7
LOVENOX,Eosinophilia,7
LOVENOX,Agranulocytosis,7
LOVENOX,Neutropenia,6
LOVENOX,Leukopenia,6
LOVENOX,Haemolytic anaemia,6
LOVENOX,Condition aggravated,6
LOVENOX,Muscle haemorrhage,6
LOVENOX,Tendon rupture,6
LOVENOX,Inappropriate antidiuretic hormone secretion,6
LOVENOX,Capillary leak syndrome,6
LOVENOX,Subarachnoid haemorrhage,6
LOVENOX,Chronic kidney disease,5
LOVENOX,Off label use,5
LOVENOX,Weight increased,5
LOVENOX,Pneumonia,5
LOVENOX,Abdominal pain upper,5
LOVENOX,Heparin-induced thrombocytopenia,5
LOVENOX,Vomiting,5
LOVENOX,Mixed liver injury,5
LOVENOX,Atrial fibrillation,4
LOVENOX,Lung disorder,4
LOVENOX,Fatigue,4
LOVENOX,COVID-19,4
LOVENOX,Small intestinal obstruction,4
LOVENOX,Device related sepsis,4
LOVENOX,Vascular device infection,4
LOVENOX,Anaphylactic shock,4
LOVENOX,Neuroleptic malignant syndrome,4
LOVENOX,Hepatitis,4
LOVENOX,General physical health deterioration,3
LOVENOX,Hypocalcaemia,3
LOVENOX,Muscle spasms,3
LOVENOX,Lactic acidosis,3
LOVENOX,Pyrexia,3
LOVENOX,Pain,3
LOXAPINE,Coma,20
LOXAPINE,Wrong patient received product,13
LOXAPINE,Sedation,9
LOXAPINE,Hypoxia,8
LOXAPINE,Hypothermia,8
LOXAPINE,Hypoglycaemia,8
LOXAPINE,Respiratory distress,7
LOXAPINE,Hepatic cytolysis,7
LOXAPINE,Somnolence,6
LOXAPINE,Vomiting,5
LOXAPINE,Poisoning deliberate,5
LOXAPINE,Neuroleptic malignant syndrome,4
LOXAPINE,Suicide attempt,4
LOXAPINE,Drug ineffective,4
LOXAPINE,Dissociative disorder,4
LOXAPINE,Urinary retention,4
LOXAPINE,Dyspnoea,3
LOXAPINE,Dysphagia,3
LOXAPINE,Urinary tract infection,2
LOXAPINE,Cough,2
LOXAPINE,Lung disorder,2
LOXAPINE,Extrapyramidal disorder,2
LOXAPINE,Off label use,2
LOXAPINE,Anxiety,2
LOXAPINE,Agranulocytosis,2
LOXAPINE,Drug interaction,2
LOXAPINE,Injection site pain,1
LOXAPINE,Nasopharyngitis,1
LOXAPINE,Acute respiratory failure,1
LOXAPINE,Diarrhoea,1
LOXAPINE,Intestinal obstruction,1
LOXAPINE,Asthma,1
LOXAPINE,Acne,1
LOXAPINE,Weight decreased,1
LOXAPINE,Feeling abnormal,1
LOXAPINE,General physical health deterioration,1
LOXAPINE,Blood iron abnormal,1
LOXAPINE,Wrong technique in product usage process,1
LOXAPINE,Pulmonary congestion,1
LOXAPINE,Pulmonary function test decreased,1
LOXAPINE,Blood pressure systolic increased,1
LOXAPINE,Injection site bruising,1
LOXAPINE,Tooth abscess,1
LOXAPINE,Skin haemorrhage,1
LOXAPINE,Viral infection,1
LOXAPINE,Dementia,1
LOXAPINE,Headache,1
LOXAPINE,Anger,1
LOXAPINE,Abdominal hernia obstructive,1
LOXAPINE,Bronchitis,1
LOXOPROFEN SODIUM,Interstitial lung disease,14
LOXOPROFEN SODIUM,Pyrexia,12
LOXOPROFEN SODIUM,Lymphocyte count decreased,6
LOXOPROFEN SODIUM,Diarrhoea,6
LOXOPROFEN SODIUM,White blood cell count decreased,6
LOXOPROFEN SODIUM,Hepatic function abnormal,5
LOXOPROFEN SODIUM,Nausea,5
LOXOPROFEN SODIUM,Anaemia,5
LOXOPROFEN SODIUM,Back pain,5
LOXOPROFEN SODIUM,Febrile neutropenia,5
LOXOPROFEN SODIUM,Herpes zoster,4
LOXOPROFEN SODIUM,Malaise,4
LOXOPROFEN SODIUM,Hypertension,4
LOXOPROFEN SODIUM,Decreased appetite,4
LOXOPROFEN SODIUM,Arthralgia,4
LOXOPROFEN SODIUM,Neutrophil count decreased,4
LOXOPROFEN SODIUM,Pain,4
LOXOPROFEN SODIUM,Pneumonia,4
LOXOPROFEN SODIUM,Skin disorder,3
LOXOPROFEN SODIUM,Off label use,3
LOXOPROFEN SODIUM,Vomiting,3
LOXOPROFEN SODIUM,Rash,3
LOXOPROFEN SODIUM,Stomatitis,3
LOXOPROFEN SODIUM,Dizziness,3
LOXOPROFEN SODIUM,Urinary tract infection,3
LOXOPROFEN SODIUM,Fulminant type 1 diabetes mellitus,3
LOXOPROFEN SODIUM,Amylase increased,3
LOXOPROFEN SODIUM,Pleural effusion,3
LOXOPROFEN SODIUM,Adrenal insufficiency,3
LOXOPROFEN SODIUM,Dyspnoea,3
LOXOPROFEN SODIUM,Headache,3
LOXOPROFEN SODIUM,Acute kidney injury,3
LOXOPROFEN SODIUM,Pulmonary toxicity,3
LOXOPROFEN SODIUM,Diabetic ketoacidosis,3
LOXOPROFEN SODIUM,Malignant neoplasm progression,3
LOXOPROFEN SODIUM,Alanine aminotransferase increased,3
LOXOPROFEN SODIUM,Product use in unapproved indication,2
LOXOPROFEN SODIUM,Pruritus,2
LOXOPROFEN SODIUM,Fall,2
LOXOPROFEN SODIUM,Secondary adrenocortical insufficiency,2
LOXOPROFEN SODIUM,Diverticulum intestinal haemorrhagic,2
LOXOPROFEN SODIUM,Hypercholesterolaemia,2
LOXOPROFEN SODIUM,Diabetes mellitus,2
LOXOPROFEN SODIUM,Breast cancer,2
LOXOPROFEN SODIUM,Oedema peripheral,2
LOXOPROFEN SODIUM,Pyelonephritis acute,2
LOXOPROFEN SODIUM,Renal abscess,2
LOXOPROFEN SODIUM,Blood creatinine increased,2
LOXOPROFEN SODIUM,Immune-mediated hepatic disorder,2
LOXOPROFEN SODIUM,Platelet count decreased,2
LYRICA,Fatigue,47
LYRICA,Pain,41
LYRICA,Nausea,35
LYRICA,Fall,32
LYRICA,Dyspnoea,31
LYRICA,Arthralgia,30
LYRICA,Dizziness,29
LYRICA,Headache,27
LYRICA,Pneumonia,26
LYRICA,Diarrhoea,23
LYRICA,Malaise,22
LYRICA,Off label use,22
LYRICA,COVID-19,22
LYRICA,Pain in extremity,21
LYRICA,Weight decreased,20
LYRICA,Urinary tract infection,19
LYRICA,Pyrexia,19
LYRICA,Illness,19
LYRICA,Asthenia,19
LYRICA,Sinusitis,19
LYRICA,Vomiting,19
LYRICA,Infection,18
LYRICA,Decreased appetite,18
LYRICA,Cough,17
LYRICA,Confusional state,17
LYRICA,Back pain,17
LYRICA,Condition aggravated,16
LYRICA,Gait disturbance,16
LYRICA,Pruritus,16
LYRICA,Hypoaesthesia,15
LYRICA,Nasopharyngitis,15
LYRICA,Rash,15
LYRICA,Anxiety,15
LYRICA,Anaemia,15
LYRICA,Drug intolerance,14
LYRICA,Lung disorder,14
LYRICA,Depression,14
LYRICA,Drug hypersensitivity,13
LYRICA,Hypertension,13
LYRICA,Drug ineffective,13
LYRICA,Product dose omission issue,13
LYRICA,Hypersensitivity,12
LYRICA,Intentional product use issue,12
LYRICA,Loss of consciousness,12
LYRICA,Myalgia,12
LYRICA,Somnolence,12
LYRICA,Feeling abnormal,11
LYRICA,General physical health deterioration,11
LYRICA,Weight increased,11
LYRICA,Muscle spasms,11
MAGNESIUM,Fatigue,57
MAGNESIUM,Nausea,56
MAGNESIUM,Headache,54
MAGNESIUM,Sinusitis,48
MAGNESIUM,Diarrhoea,47
MAGNESIUM,COVID-19,45
MAGNESIUM,Off label use,43
MAGNESIUM,Asthenia,41
MAGNESIUM,Product dose omission issue,40
MAGNESIUM,Vomiting,38
MAGNESIUM,Fall,37
MAGNESIUM,Dyspnoea,36
MAGNESIUM,Pneumonia,36
MAGNESIUM,Nasopharyngitis,34
MAGNESIUM,Pain,34
MAGNESIUM,Weight decreased,32
MAGNESIUM,Arthralgia,30
MAGNESIUM,Malaise,29
MAGNESIUM,Inappropriate schedule of product administration,29
MAGNESIUM,Pain in extremity,28
MAGNESIUM,Pyrexia,26
MAGNESIUM,Decreased appetite,26
MAGNESIUM,Illness,26
MAGNESIUM,Cough,25
MAGNESIUM,Urinary tract infection,25
MAGNESIUM,Gait disturbance,24
MAGNESIUM,Weight increased,22
MAGNESIUM,Pruritus,22
MAGNESIUM,Dehydration,22
MAGNESIUM,Constipation,21
MAGNESIUM,Dizziness,21
MAGNESIUM,Product use issue,21
MAGNESIUM,Infection,20
MAGNESIUM,Anxiety,20
MAGNESIUM,Rash,19
MAGNESIUM,Back pain,19
MAGNESIUM,Drug ineffective,19
MAGNESIUM,Condition aggravated,19
MAGNESIUM,Bronchitis,19
MAGNESIUM,Muscle spasms,17
MAGNESIUM,Intentional product use issue,16
MAGNESIUM,Alopecia,16
MAGNESIUM,Insomnia,16
MAGNESIUM,Product use in unapproved indication,16
MAGNESIUM,Upper respiratory tract infection,16
MAGNESIUM,Insurance issue,16
MAGNESIUM,Hypersensitivity,15
MAGNESIUM,Gastrointestinal disorder,15
MAGNESIUM,Depression,15
MAGNESIUM,Asthma,15
MAGNESIUM OXIDE,Off label use,21
MAGNESIUM OXIDE,Diarrhoea,20
MAGNESIUM OXIDE,Dyspnoea,19
MAGNESIUM OXIDE,Pneumonia,19
MAGNESIUM OXIDE,Constipation,19
MAGNESIUM OXIDE,Nausea,18
MAGNESIUM OXIDE,Condition aggravated,15
MAGNESIUM OXIDE,Anaemia,15
MAGNESIUM OXIDE,Vomiting,15
MAGNESIUM OXIDE,Pyrexia,13
MAGNESIUM OXIDE,Abdominal pain,11
MAGNESIUM OXIDE,Interstitial lung disease,11
MAGNESIUM OXIDE,Hepatic function abnormal,11
MAGNESIUM OXIDE,Product dose omission issue,10
MAGNESIUM OXIDE,Fall,9
